size: 5120.000000 MiB, n (=2)  % 16 != 0.....
Thread 13: 0.000004 s, 1.754939 GiB/s 
Thread 14: 0.000004 s, 1.760921 GiB/s 
Thread 15: 0.000004 s, 1.747927 GiB/s 
Thread 16: 0.000004 s, 1.758884 GiB/s 
Thread 17: 0.000004 s, 1.754995 GiB/s 
Thread 18: 0.000004 s, 1.756100 GiB/s 
Thread 19: 0.000004 s, 1.749492 GiB/s 
Thread 20: 0.000004 s, 1.757686 GiB/s 
Thread 21: 0.000004 s, 1.748618 GiB/s 
Thread 22: 0.000004 s, 1.759948 GiB/s 
Thread 23: 0.000004 s, 1.755032 GiB/s 
Thread 24: 0.000004 s, 1.761023 GiB/s 
Thread 25: 0.000004 s, 1.757057 GiB/s 
Thread 26: 0.000004 s, 1.762494 GiB/s 
Thread 27: 0.000004 s, 1.753475 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:250880,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):8.000000,AvgTestRunTime(s):0.000004,CumulativeMemoryBandwidth(GiB/s):48.634595,TotalRunTime(s):0.043924,WSS(MiB):0.218750,
Thread 0: 0.000004 s, 1.759124 GiB/s 
Thread 1: 0.000004 s, 1.763637 GiB/s 
Thread 2: 0.000004 s, 1.769608 GiB/s 
Thread 3: 0.000004 s, 1.752079 GiB/s 
Thread 4: 0.000004 s, 1.765132 GiB/s 
Thread 5: 0.000004 s, 1.744692 GiB/s 
Thread 6: 0.000004 s, 1.739379 GiB/s 
Thread 7: 0.000004 s, 1.767974 GiB/s 
Thread 8: 0.000004 s, 1.769736 GiB/s 
Thread 9: 0.000004 s, 1.753068 GiB/s 
Thread 10: 0.000004 s, 1.767106 GiB/s 
Thread 11: 0.000004 s, 1.746366 GiB/s 
Thread 12: 0.000004 s, 1.767072 GiB/s 
Thread 13: 0.000004 s, 1.768376 GiB/s 
Thread 14: 0.000004 s, 1.767637 GiB/s 
Thread 15: 0.000005 s, 1.541759 GiB/s 
Thread 16: 0.000004 s, 1.766718 GiB/s 
Thread 17: 0.000004 s, 1.768256 GiB/s 
Thread 18: 0.000004 s, 1.769830 GiB/s 
Thread 19: 0.000004 s, 1.744064 GiB/s 
Thread 20: 0.000004 s, 1.717676 GiB/s 
Thread 21: 0.000004 s, 1.744165 GiB/s 
Thread 22: 0.000004 s, 1.765825 GiB/s 
Thread 23: 0.000005 s, 1.607360 GiB/s 
Thread 24: 0.000004 s, 1.732847 GiB/s 
Thread 25: 0.000004 s, 1.764905 GiB/s 
Thread 26: 0.000004 s, 1.771383 GiB/s 
Thread 27: 0.000004 s, 1.756101 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:271360,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):8.000000,AvgTestRunTime(s):0.000006,CumulativeMemoryBandwidth(GiB/s):37.328978,TotalRunTime(s):0.057227,WSS(MiB):0.218750,
Thread 0: 0.000004 s, 1.764800 GiB/s 
Thread 1: 0.000004 s, 1.741889 GiB/s 
Thread 2: 0.000004 s, 1.759558 GiB/s 
Thread 3: 0.000004 s, 1.759740 GiB/s 
Thread 4: 0.000004 s, 1.761188 GiB/s 
Thread 5: 0.000004 s, 1.753837 GiB/s 
Thread 6: 0.000004 s, 1.753778 GiB/s 
Thread 7: 0.000004 s, 1.749023 GiB/s 
Thread 8: 0.000004 s, 1.759787 GiB/s 
Thread 9: 0.000004 s, 1.762480 GiB/s 
Thread 10: 0.000004 s, 1.761898 GiB/s 
Thread 11: 0.000004 s, 1.748931 GiB/s 
Thread 12: 0.000004 s, 1.744295 GiB/s 
Thread 13: 0.000004 s, 1.752522 GiB/s 
Thread 14: 0.000004 s, 1.759659 GiB/s 
Thread 15: 0.000004 s, 1.748431 GiB/s 
Thread 16: 0.000004 s, 1.755433 GiB/s 
Thread 17: 0.000004 s, 1.752954 GiB/s 
Thread 18: 0.000004 s, 1.757728 GiB/s 
Thread 19: 0.000004 s, 1.752702 GiB/s 
Thread 20: 0.000004 s, 1.756621 GiB/s 
Thread 21: 0.000004 s, 1.760705 GiB/s 
Thread 22: 0.000004 s, 1.768668 GiB/s 
Thread 23: 0.000004 s, 1.764285 GiB/s 
Thread 24: 0.000004 s, 1.765530 GiB/s 
Thread 25: 0.000004 s, 1.757366 GiB/s 
Thread 26: 0.000004 s, 1.762180 GiB/s 
Thread 27: 0.000004 s, 1.762084 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:291840,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):8.000000,AvgTestRunTime(s):0.000004,CumulativeMemoryBandwidth(GiB/s):48.311523,TotalRunTime(s):0.044218,WSS(MiB):0.218750,
Thread 0: 0.000004 s, 1.760822 GiB/s 
Thread 1: 0.000004 s, 1.760481 GiB/s 
Thread 2: 0.000004 s, 1.760183 GiB/s 
Thread 3: 0.000004 s, 1.743514 GiB/s 
Thread 4: 0.000004 s, 1.757145 GiB/s 
Thread 5: 0.000004 s, 1.766370 GiB/s 
Thread 6: 0.000004 s, 1.765252 GiB/s 
Thread 7: 0.000004 s, 1.758161 GiB/s 
Thread 8: 0.000004 s, 1.759937 GiB/s 
Thread 9: 0.000004 s, 1.755679 GiB/s 
Thread 10: 0.000004 s, 1.758058 GiB/s 
Thread 11: 0.000004 s, 1.747794 GiB/s 
Thread 12: 0.000004 s, 1.761553 GiB/s 
Thread 13: 0.000004 s, 1.753685 GiB/s 
Thread 14: 0.000004 s, 1.758281 GiB/s 
Thread 15: 0.000004 s, 1.754092 GiB/s 
Thread 16: 0.000004 s, 1.759204 GiB/s 
Thread 17: 0.000004 s, 1.752700 GiB/s 
Thread 18: 0.000004 s, 1.763435 GiB/s 
Thread 19: 0.000004 s, 1.750255 GiB/s 
Thread 20: 0.000004 s, 1.759160 GiB/s 
Thread 21: 0.000004 s, 1.754734 GiB/s 
Thread 22: 0.000004 s, 1.762773 GiB/s 
Thread 23: 0.000004 s, 1.754227 GiB/s 
Thread 24: 0.000004 s, 1.762524 GiB/s 
Thread 25: 0.000004 s, 1.767950 GiB/s 
Thread 26: 0.000004 s, 1.769885 GiB/s 
Thread 27: 0.000004 s, 1.751508 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:312320,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):8.000000,AvgTestRunTime(s):0.000005,CumulativeMemoryBandwidth(GiB/s):47.376826,TotalRunTime(s):0.045090,WSS(MiB):0.218750,
size: 332800.000000 MiB, n (=9)  % 16 != 0.....
size: 353280.000000 MiB, n (=9)  % 16 != 0.....
size: 373760.000000 MiB, n (=9)  % 16 != 0.....
size: 394240.000000 MiB, n (=9)  % 16 != 0.....
size: 414720.000000 MiB, n (=9)  % 16 != 0.....
size: 435200.000000 MiB, n (=9)  % 16 != 0.....
size: 455680.000000 MiB, n (=10)  % 16 != 0.....
size: 476160.000000 MiB, n (=10)  % 16 != 0.....
size: 496640.000000 MiB, n (=10)  % 16 != 0.....
size: 517120.000000 MiB, n (=10)  % 16 != 0.....
size: 537600.000000 MiB, n (=10)  % 16 != 0.....
size: 558080.000000 MiB, n (=10)  % 16 != 0.....
size: 578560.000000 MiB, n (=10)  % 16 != 0.....
size: 599040.000000 MiB, n (=11)  % 16 != 0.....
size: 619520.000000 MiB, n (=11)  % 16 != 0.....
size: 640000.000000 MiB, n (=11)  % 16 != 0.....
size: 660480.000000 MiB, n (=11)  % 16 != 0.....
size: 680960.000000 MiB, n (=11)  % 16 != 0.....
size: 701440.000000 MiB, n (=11)  % 16 != 0.....
size: 721920.000000 MiB, n (=11)  % 16 != 0.....
size: 742400.000000 MiB, n (=11)  % 16 != 0.....
size: 762880.000000 MiB, n (=11)  % 16 != 0.....
size: 783360.000000 MiB, n (=12)  % 16 != 0.....
size: 803840.000000 MiB, n (=12)  % 16 != 0.....
size: 824320.000000 MiB, n (=12)  % 16 != 0.....
size: 844800.000000 MiB, n (=12)  % 16 != 0.....
size: 865280.000000 MiB, n (=12)  % 16 != 0.....
size: 885760.000000 MiB, n (=12)  % 16 != 0.....
size: 906240.000000 MiB, n (=12)  % 16 != 0.....
size: 926720.000000 MiB, n (=12)  % 16 != 0.....
size: 947200.000000 MiB, n (=12)  % 16 != 0.....
size: 967680.000000 MiB, n (=12)  % 16 != 0.....
size: 988160.000000 MiB, n (=13)  % 16 != 0.....
size: 1008640.000000 MiB, n (=13)  % 16 != 0.....
size: 1029120.000000 MiB, n (=13)  % 16 != 0.....
size: 1049600.000000 MiB, n (=13)  % 16 != 0.....
size: 1070080.000000 MiB, n (=13)  % 16 != 0.....
size: 1090560.000000 MiB, n (=13)  % 16 != 0.....
size: 1111040.000000 MiB, n (=13)  % 16 != 0.....
size: 1131520.000000 MiB, n (=13)  % 16 != 0.....
size: 1152000.000000 MiB, n (=13)  % 16 != 0.....
size: 1172480.000000 MiB, n (=13)  % 16 != 0.....
size: 1192960.000000 MiB, n (=13)  % 16 != 0.....
size: 1213440.000000 MiB, n (=13)  % 16 != 0.....
size: 1233920.000000 MiB, n (=14)  % 16 != 0.....
size: 1254400.000000 MiB, n (=14)  % 16 != 0.....
size: 1274880.000000 MiB, n (=14)  % 16 != 0.....
size: 1295360.000000 MiB, n (=14)  % 16 != 0.....
size: 1315840.000000 MiB, n (=14)  % 16 != 0.....
size: 1336320.000000 MiB, n (=14)  % 16 != 0.....
size: 1356800.000000 MiB, n (=14)  % 16 != 0.....
size: 1377280.000000 MiB, n (=14)  % 16 != 0.....
size: 1397760.000000 MiB, n (=14)  % 16 != 0.....
size: 1418240.000000 MiB, n (=14)  % 16 != 0.....
size: 1438720.000000 MiB, n (=14)  % 16 != 0.....
size: 1459200.000000 MiB, n (=14)  % 16 != 0.....
size: 1479680.000000 MiB, n (=14)  % 16 != 0.....
size: 1500160.000000 MiB, n (=14)  % 16 != 0.....
size: 1520640.000000 MiB, n (=15)  % 16 != 0.....
size: 1541120.000000 MiB, n (=15)  % 16 != 0.....
size: 1561600.000000 MiB, n (=15)  % 16 != 0.....
size: 1582080.000000 MiB, n (=15)  % 16 != 0.....
size: 1602560.000000 MiB, n (=15)  % 16 != 0.....
size: 1623040.000000 MiB, n (=15)  % 16 != 0.....
size: 1643520.000000 MiB, n (=15)  % 16 != 0.....
size: 1664000.000000 MiB, n (=15)  % 16 != 0.....
size: 1684480.000000 MiB, n (=15)  % 16 != 0.....
size: 1704960.000000 MiB, n (=15)  % 16 != 0.....
size: 1725440.000000 MiB, n (=15)  % 16 != 0.....
size: 1745920.000000 MiB, n (=15)  % 16 != 0.....
size: 1766400.000000 MiB, n (=15)  % 16 != 0.....
size: 1786880.000000 MiB, n (=15)  % 16 != 0.....
size: 1807360.000000 MiB, n (=15)  % 16 != 0.....
size: 1827840.000000 MiB, n (=15)  % 16 != 0.....
Thread 0: 0.000034 s, 1.775926 GiB/s 
Thread 1: 0.000034 s, 1.776659 GiB/s 
Thread 2: 0.000034 s, 1.776523 GiB/s 
Thread 3: 0.000034 s, 1.777654 GiB/s 
Thread 4: 0.000034 s, 1.777112 GiB/s 
Thread 5: 0.000034 s, 1.776333 GiB/s 
Thread 6: 0.000034 s, 1.776083 GiB/s 
Thread 7: 0.000034 s, 1.777692 GiB/s 
Thread 8: 0.000034 s, 1.776694 GiB/s 
Thread 9: 0.000034 s, 1.775763 GiB/s 
Thread 10: 0.000034 s, 1.777307 GiB/s 
Thread 11: 0.000034 s, 1.775580 GiB/s 
Thread 12: 0.000034 s, 1.775683 GiB/s 
Thread 13: 0.000034 s, 1.774921 GiB/s 
Thread 14: 0.000034 s, 1.775882 GiB/s 
Thread 15: 0.000034 s, 1.778105 GiB/s 
Thread 16: 0.000034 s, 1.779054 GiB/s 
Thread 17: 0.000034 s, 1.776769 GiB/s 
Thread 18: 0.000036 s, 1.718532 GiB/s 
Thread 19: 0.000035 s, 1.747109 GiB/s 
Thread 20: 0.000034 s, 1.777563 GiB/s 
Thread 21: 0.000034 s, 1.778717 GiB/s 
Thread 22: 0.000034 s, 1.779590 GiB/s 
Thread 23: 0.000034 s, 1.774243 GiB/s 
Thread 24: 0.000034 s, 1.775208 GiB/s 
Thread 25: 0.000034 s, 1.775936 GiB/s 
Thread 26: 0.000034 s, 1.777238 GiB/s 
Thread 27: 0.000035 s, 1.732086 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1848320,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000036,CumulativeMemoryBandwidth(GiB/s):46.994250,TotalRunTime(s):0.363658,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.777199 GiB/s 
Thread 1: 0.000034 s, 1.777006 GiB/s 
Thread 2: 0.000034 s, 1.776482 GiB/s 
Thread 3: 0.000034 s, 1.775490 GiB/s 
Thread 4: 0.000034 s, 1.775866 GiB/s 
Thread 5: 0.000034 s, 1.774778 GiB/s 
Thread 6: 0.000034 s, 1.776210 GiB/s 
Thread 7: 0.000034 s, 1.776148 GiB/s 
Thread 8: 0.000034 s, 1.776023 GiB/s 
Thread 9: 0.000034 s, 1.776069 GiB/s 
Thread 10: 0.000034 s, 1.776266 GiB/s 
Thread 11: 0.000034 s, 1.775445 GiB/s 
Thread 12: 0.000034 s, 1.775566 GiB/s 
Thread 13: 0.000034 s, 1.776151 GiB/s 
Thread 14: 0.000034 s, 1.776843 GiB/s 
Thread 15: 0.000034 s, 1.778125 GiB/s 
Thread 16: 0.000034 s, 1.778322 GiB/s 
Thread 17: 0.000034 s, 1.778675 GiB/s 
Thread 18: 0.000034 s, 1.778111 GiB/s 
Thread 19: 0.000034 s, 1.777007 GiB/s 
Thread 20: 0.000034 s, 1.776330 GiB/s 
Thread 21: 0.000034 s, 1.776583 GiB/s 
Thread 22: 0.000034 s, 1.776652 GiB/s 
Thread 23: 0.000034 s, 1.777016 GiB/s 
Thread 24: 0.000034 s, 1.776872 GiB/s 
Thread 25: 0.000034 s, 1.777472 GiB/s 
Thread 26: 0.000034 s, 1.776862 GiB/s 
Thread 27: 0.000034 s, 1.776668 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1868800,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.691473,TotalRunTime(s):0.343919,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.776877 GiB/s 
Thread 1: 0.000034 s, 1.777121 GiB/s 
Thread 2: 0.000034 s, 1.777207 GiB/s 
Thread 3: 0.000034 s, 1.775593 GiB/s 
Thread 4: 0.000034 s, 1.775324 GiB/s 
Thread 5: 0.000034 s, 1.777571 GiB/s 
Thread 6: 0.000034 s, 1.776745 GiB/s 
Thread 7: 0.000034 s, 1.778780 GiB/s 
Thread 8: 0.000034 s, 1.778197 GiB/s 
Thread 9: 0.000034 s, 1.778916 GiB/s 
Thread 10: 0.000034 s, 1.779132 GiB/s 
Thread 11: 0.000034 s, 1.778873 GiB/s 
Thread 12: 0.000034 s, 1.780435 GiB/s 
Thread 13: 0.000034 s, 1.778611 GiB/s 
Thread 14: 0.000034 s, 1.778523 GiB/s 
Thread 15: 0.000034 s, 1.776893 GiB/s 
Thread 16: 0.000034 s, 1.776932 GiB/s 
Thread 17: 0.000034 s, 1.775748 GiB/s 
Thread 18: 0.000034 s, 1.774560 GiB/s 
Thread 19: 0.000034 s, 1.777009 GiB/s 
Thread 20: 0.000034 s, 1.776947 GiB/s 
Thread 21: 0.000034 s, 1.778569 GiB/s 
Thread 22: 0.000034 s, 1.779548 GiB/s 
Thread 23: 0.000034 s, 1.778645 GiB/s 
Thread 24: 0.000034 s, 1.778623 GiB/s 
Thread 25: 0.000034 s, 1.775382 GiB/s 
Thread 26: 0.000034 s, 1.775909 GiB/s 
Thread 27: 0.000034 s, 1.776650 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1889280,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.685273,TotalRunTime(s):0.343962,WSS(MiB):1.750000,
Thread 0: 0.000036 s, 1.711480 GiB/s 
Thread 1: 0.000034 s, 1.774966 GiB/s 
Thread 2: 0.000036 s, 1.715108 GiB/s 
Thread 3: 0.000034 s, 1.775936 GiB/s 
Thread 4: 0.000034 s, 1.776706 GiB/s 
Thread 5: 0.000034 s, 1.776877 GiB/s 
Thread 6: 0.000034 s, 1.775661 GiB/s 
Thread 7: 0.000034 s, 1.775912 GiB/s 
Thread 8: 0.000034 s, 1.777707 GiB/s 
Thread 9: 0.000034 s, 1.777601 GiB/s 
Thread 10: 0.000034 s, 1.777734 GiB/s 
Thread 11: 0.000034 s, 1.775546 GiB/s 
Thread 12: 0.000034 s, 1.776813 GiB/s 
Thread 13: 0.000034 s, 1.777789 GiB/s 
Thread 14: 0.000035 s, 1.719589 GiB/s 
Thread 15: 0.000034 s, 1.776176 GiB/s 
Thread 16: 0.000034 s, 1.777616 GiB/s 
Thread 17: 0.000034 s, 1.777726 GiB/s 
Thread 18: 0.000034 s, 1.776411 GiB/s 
Thread 19: 0.000034 s, 1.778258 GiB/s 
Thread 20: 0.000034 s, 1.776526 GiB/s 
Thread 21: 0.000034 s, 1.776431 GiB/s 
Thread 22: 0.000034 s, 1.775435 GiB/s 
Thread 23: 0.000034 s, 1.776710 GiB/s 
Thread 24: 0.000034 s, 1.777117 GiB/s 
Thread 25: 0.000034 s, 1.778400 GiB/s 
Thread 26: 0.000034 s, 1.777774 GiB/s 
Thread 27: 0.000036 s, 1.693326 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1909760,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000036,CumulativeMemoryBandwidth(GiB/s):47.196459,TotalRunTime(s):0.362100,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.776534 GiB/s 
Thread 1: 0.000034 s, 1.775879 GiB/s 
Thread 2: 0.000034 s, 1.777188 GiB/s 
Thread 3: 0.000034 s, 1.775865 GiB/s 
Thread 4: 0.000034 s, 1.771889 GiB/s 
Thread 5: 0.000034 s, 1.776965 GiB/s 
Thread 6: 0.000034 s, 1.775124 GiB/s 
Thread 7: 0.000034 s, 1.776603 GiB/s 
Thread 8: 0.000034 s, 1.775165 GiB/s 
Thread 9: 0.000034 s, 1.775964 GiB/s 
Thread 10: 0.000034 s, 1.775330 GiB/s 
Thread 11: 0.000034 s, 1.775643 GiB/s 
Thread 12: 0.000034 s, 1.776128 GiB/s 
Thread 13: 0.000034 s, 1.775732 GiB/s 
Thread 14: 0.000034 s, 1.775021 GiB/s 
Thread 15: 0.000034 s, 1.777367 GiB/s 
Thread 16: 0.000034 s, 1.777942 GiB/s 
Thread 17: 0.000034 s, 1.778865 GiB/s 
Thread 18: 0.000034 s, 1.778471 GiB/s 
Thread 19: 0.000034 s, 1.775824 GiB/s 
Thread 20: 0.000034 s, 1.776537 GiB/s 
Thread 21: 0.000034 s, 1.777079 GiB/s 
Thread 22: 0.000034 s, 1.777364 GiB/s 
Thread 23: 0.000034 s, 1.776278 GiB/s 
Thread 24: 0.000034 s, 1.775789 GiB/s 
Thread 25: 0.000034 s, 1.775447 GiB/s 
Thread 26: 0.000034 s, 1.774124 GiB/s 
Thread 27: 0.000034 s, 1.775242 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1930240,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.608969,TotalRunTime(s):0.344491,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.777303 GiB/s 
Thread 1: 0.000034 s, 1.777152 GiB/s 
Thread 2: 0.000034 s, 1.777160 GiB/s 
Thread 3: 0.000034 s, 1.774515 GiB/s 
Thread 4: 0.000034 s, 1.776470 GiB/s 
Thread 5: 0.000034 s, 1.778069 GiB/s 
Thread 6: 0.000034 s, 1.778209 GiB/s 
Thread 7: 0.000034 s, 1.775746 GiB/s 
Thread 8: 0.000034 s, 1.777142 GiB/s 
Thread 9: 0.000034 s, 1.776071 GiB/s 
Thread 10: 0.000034 s, 1.776387 GiB/s 
Thread 11: 0.000034 s, 1.775507 GiB/s 
Thread 12: 0.000034 s, 1.776806 GiB/s 
Thread 13: 0.000034 s, 1.777435 GiB/s 
Thread 14: 0.000034 s, 1.776068 GiB/s 
Thread 15: 0.000034 s, 1.777322 GiB/s 
Thread 16: 0.000034 s, 1.775073 GiB/s 
Thread 17: 0.000034 s, 1.777541 GiB/s 
Thread 18: 0.000034 s, 1.776214 GiB/s 
Thread 19: 0.000034 s, 1.775143 GiB/s 
Thread 20: 0.000034 s, 1.778162 GiB/s 
Thread 21: 0.000034 s, 1.777931 GiB/s 
Thread 22: 0.000034 s, 1.777919 GiB/s 
Thread 23: 0.000034 s, 1.776578 GiB/s 
Thread 24: 0.000034 s, 1.776498 GiB/s 
Thread 25: 0.000034 s, 1.777673 GiB/s 
Thread 26: 0.000034 s, 1.775012 GiB/s 
Thread 27: 0.000034 s, 1.776532 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1950720,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.684103,TotalRunTime(s):0.343970,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.777077 GiB/s 
Thread 1: 0.000034 s, 1.777056 GiB/s 
Thread 2: 0.000034 s, 1.776953 GiB/s 
Thread 3: 0.000034 s, 1.775466 GiB/s 
Thread 4: 0.000034 s, 1.776114 GiB/s 
Thread 5: 0.000034 s, 1.775532 GiB/s 
Thread 6: 0.000034 s, 1.777174 GiB/s 
Thread 7: 0.000034 s, 1.776189 GiB/s 
Thread 8: 0.000034 s, 1.776839 GiB/s 
Thread 9: 0.000034 s, 1.776278 GiB/s 
Thread 10: 0.000034 s, 1.776993 GiB/s 
Thread 11: 0.000034 s, 1.775830 GiB/s 
Thread 12: 0.000034 s, 1.775841 GiB/s 
Thread 13: 0.000034 s, 1.775902 GiB/s 
Thread 14: 0.000034 s, 1.777555 GiB/s 
Thread 15: 0.000034 s, 1.777304 GiB/s 
Thread 16: 0.000034 s, 1.777717 GiB/s 
Thread 17: 0.000034 s, 1.778742 GiB/s 
Thread 18: 0.000034 s, 1.779073 GiB/s 
Thread 19: 0.000034 s, 1.776868 GiB/s 
Thread 20: 0.000034 s, 1.776736 GiB/s 
Thread 21: 0.000034 s, 1.775829 GiB/s 
Thread 22: 0.000034 s, 1.776470 GiB/s 
Thread 23: 0.000034 s, 1.776234 GiB/s 
Thread 24: 0.000034 s, 1.774823 GiB/s 
Thread 25: 0.000034 s, 1.776531 GiB/s 
Thread 26: 0.000034 s, 1.777156 GiB/s 
Thread 27: 0.000034 s, 1.777621 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_unrolled04,wss:1971200,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000034,CumulativeMemoryBandwidth(GiB/s):49.692782,TotalRunTime(s):0.343910,WSS(MiB):1.750000,
Thread 0: 0.000034 s, 1.777449 GiB/s 
Thread 1: 0.000034 s, 1.777549 GiB/s 
Thread 2: 0.000034 s, 1.777750 GiB/s 
Thread 3: 0.000034 s, 1.778515 GiB/s 
Thread 4: 0.000034 s, 1.777521 GiB/s 
Thread 5: 0.000034 s, 1.775918 GiB/s 
Thread 6: 0.000036 s, 1.693984 GiB/s 
Thread 7: 0.000036 s, 1.704431 GiB/s 
Thread 8: 0.000034 s, 1.776257 GiB/s 
Thread 9: 0.000034 s, 1.778069 GiB/s 
Thread 10: 0.000034 s, 1.777485 GiB/s 
Thread 11: 0.000034 s, 1.777986 GiB/s 
Thread 12: 0.000034 s, 1.778009 GiB/s 
Thread 13: 0.000034 s, 1.778429 GiB/s 
Thread 14: 0.000034 s, 1.778601 GiB/s 
Thread 15: 0.000034 s, 1.777780 GiB/s 
Thread 16: 0.000034 s, 1.777413 GiB/s 
Thread 17: 0.000034 s, 1.776028 GiB/s 
Thread 18: 0.000034 s, 1.774232 GiB/s 
Thread 19: 0.000034 s, 1.778133 GiB/s 
Thread 20: 0.000034 s, 1.777027 GiB/s 
Thread 21: 0.000034 s, 1.777966 GiB/s 
Thread 22: 0.000034 s, 1.776804 GiB/s 
