Thread 0: 0.000000 s, 2.184464 GiB/s 
Thread 11: 0.000005 s, 6.970725 GiB/s 
Thread 12: 0.000005 s, 6.971533 GiB/s 
Thread 13: 0.000005 s, 6.959907 GiB/s 
Thread 14: 0.000005 s, 6.952111 GiB/s 
Thread 15: 0.000005 s, 7.101022 GiB/s 
Thread 16: 0.000005 s, 7.080454 GiB/s 
Thread 17: 0.000005 s, 6.915983 GiB/s 
Thread 18: 0.000005 s, 6.943237 GiB/s 
Thread 19: 0.000005 s, 7.020119 GiB/s 
Thread 20: 0.000005 s, 7.011608 GiB/s 
Thread 21: 0.000005 s, 7.001257 GiB/s 
Thread 22: 0.000005 s, 6.991030 GiB/s 
Thread 23: 0.000005 s, 7.008033 GiB/s 
Thread 24: 0.000005 s, 7.004537 GiB/s 
Thread 25: 0.000005 s, 7.005765 GiB/s 
Thread 26: 0.000005 s, 7.008994 GiB/s 
Thread 27: 0.000005 s, 6.998741 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:1053696,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):13.000000,AvgTestRunTime(s):0.000005,CumulativeMemoryBandwidth(GiB/s):192.932055,TotalRunTime(s):0.047512,WSS(MiB):0.938660,
Thread 0: 0.000006 s, 6.490566 GiB/s 
Thread 1: 0.000006 s, 6.789550 GiB/s 
Thread 2: 0.000006 s, 6.786744 GiB/s 
Thread 3: 0.000006 s, 6.950417 GiB/s 
Thread 4: 0.000006 s, 6.944261 GiB/s 
Thread 5: 0.000006 s, 6.758452 GiB/s 
Thread 6: 0.000006 s, 6.780384 GiB/s 
Thread 7: 0.000006 s, 6.795694 GiB/s 
Thread 8: 0.000006 s, 6.826893 GiB/s 
Thread 9: 0.000006 s, 6.782841 GiB/s 
Thread 10: 0.000006 s, 6.842865 GiB/s 
Thread 11: 0.000006 s, 6.791886 GiB/s 
Thread 12: 0.000006 s, 6.823838 GiB/s 
Thread 13: 0.000006 s, 6.882894 GiB/s 
Thread 14: 0.000006 s, 6.891767 GiB/s 
Thread 15: 0.000006 s, 6.838511 GiB/s 
Thread 16: 0.000007 s, 6.230396 GiB/s 
Thread 17: 0.000006 s, 6.333930 GiB/s 
Thread 18: 0.000006 s, 7.006089 GiB/s 
Thread 19: 0.000006 s, 7.025197 GiB/s 
Thread 20: 0.000006 s, 7.024726 GiB/s 
Thread 21: 0.000006 s, 7.033363 GiB/s 
Thread 22: 0.000006 s, 6.993363 GiB/s 
Thread 23: 0.000006 s, 7.002509 GiB/s 
Thread 24: 0.000006 s, 7.033371 GiB/s 
Thread 25: 0.000006 s, 7.024022 GiB/s 
Thread 26: 0.000006 s, 7.036754 GiB/s 
Thread 27: 0.000006 s, 7.047416 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:1315840,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):14.000000,AvgTestRunTime(s):0.000007,CumulativeMemoryBandwidth(GiB/s):174.089583,TotalRunTime(s):0.065764,WSS(MiB):1.172363,
Thread 0: 0.000007 s, 7.639171 GiB/s 
Thread 1: 0.000006 s, 7.740954 GiB/s 
Thread 2: 0.000007 s, 7.703566 GiB/s 
Thread 3: 0.000007 s, 7.550846 GiB/s 
Thread 4: 0.000007 s, 7.641691 GiB/s 
Thread 5: 0.000007 s, 7.644217 GiB/s 
Thread 6: 0.000007 s, 7.569955 GiB/s 
Thread 7: 0.000007 s, 7.733998 GiB/s 
Thread 8: 0.000006 s, 7.751420 GiB/s 
Thread 9: 0.000007 s, 7.626668 GiB/s 
Thread 10: 0.000007 s, 7.637587 GiB/s 
Thread 11: 0.000007 s, 7.643618 GiB/s 
Thread 12: 0.000007 s, 7.651159 GiB/s 
Thread 13: 0.000007 s, 7.651468 GiB/s 
Thread 14: 0.000007 s, 7.732135 GiB/s 
Thread 15: 0.000007 s, 7.620464 GiB/s 
Thread 16: 0.000007 s, 7.636536 GiB/s 
Thread 17: 0.000006 s, 7.740730 GiB/s 
Thread 18: 0.000007 s, 7.618569 GiB/s 
Thread 19: 0.000007 s, 7.656257 GiB/s 
Thread 20: 0.000007 s, 7.629282 GiB/s 
Thread 21: 0.000007 s, 7.703913 GiB/s 
Thread 22: 0.000007 s, 7.714386 GiB/s 
Thread 23: 0.000007 s, 7.661572 GiB/s 
Thread 24: 0.000007 s, 7.620899 GiB/s 
Thread 25: 0.000007 s, 7.628071 GiB/s 
Thread 26: 0.000007 s, 7.646205 GiB/s 
Thread 27: 0.000007 s, 7.647613 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:1577984,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):15.000000,AvgTestRunTime(s):0.000007,CumulativeMemoryBandwidth(GiB/s):199.495709,TotalRunTime(s):0.070586,WSS(MiB):1.441956,
Thread 0: 0.000008 s, 7.554144 GiB/s 
Thread 1: 0.000008 s, 7.703130 GiB/s 
Thread 2: 0.000008 s, 7.695008 GiB/s 
Thread 3: 0.000008 s, 7.636312 GiB/s 
Thread 4: 0.000008 s, 7.627773 GiB/s 
Thread 5: 0.000008 s, 7.565996 GiB/s 
Thread 6: 0.000008 s, 7.581832 GiB/s 
Thread 7: 0.000008 s, 7.585908 GiB/s 
Thread 8: 0.000008 s, 7.657724 GiB/s 
Thread 9: 0.000008 s, 7.628896 GiB/s 
Thread 10: 0.000008 s, 7.587885 GiB/s 
Thread 11: 0.000008 s, 7.602922 GiB/s 
Thread 12: 0.000008 s, 7.593679 GiB/s 
Thread 13: 0.000008 s, 7.621140 GiB/s 
Thread 14: 0.000008 s, 7.560481 GiB/s 
Thread 15: 0.000008 s, 7.713163 GiB/s 
Thread 16: 0.000008 s, 7.699199 GiB/s 
Thread 17: 0.000008 s, 7.551922 GiB/s 
Thread 18: 0.000008 s, 7.620602 GiB/s 
Thread 19: 0.000008 s, 7.636357 GiB/s 
Thread 20: 0.000008 s, 7.645823 GiB/s 
Thread 21: 0.000008 s, 7.603751 GiB/s 
Thread 22: 0.000008 s, 7.607744 GiB/s 
Thread 23: 0.000008 s, 7.622148 GiB/s 
Thread 24: 0.000008 s, 7.628333 GiB/s 
Thread 25: 0.000008 s, 7.622575 GiB/s 
Thread 26: 0.000008 s, 7.641580 GiB/s 
Thread 27: 0.000008 s, 7.620389 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:1840128,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000008,CumulativeMemoryBandwidth(GiB/s):211.416740,TotalRunTime(s):0.080835,WSS(MiB):1.750000,
Thread 0: 0.000008 s, 7.546919 GiB/s 
Thread 1: 0.000008 s, 7.698801 GiB/s 
Thread 2: 0.000008 s, 7.704978 GiB/s 
Thread 3: 0.000008 s, 7.615881 GiB/s 
Thread 4: 0.000008 s, 7.561752 GiB/s 
Thread 5: 0.000008 s, 7.629461 GiB/s 
Thread 6: 0.000008 s, 7.648794 GiB/s 
Thread 7: 0.000008 s, 7.630382 GiB/s 
Thread 8: 0.000008 s, 7.633114 GiB/s 
Thread 9: 0.000008 s, 7.607544 GiB/s 
Thread 10: 0.000008 s, 7.585018 GiB/s 
Thread 11: 0.000008 s, 7.643815 GiB/s 
Thread 12: 0.000008 s, 7.675216 GiB/s 
Thread 13: 0.000008 s, 7.616976 GiB/s 
Thread 14: 0.000008 s, 7.626621 GiB/s 
Thread 15: 0.000008 s, 7.673965 GiB/s 
Thread 16: 0.000008 s, 7.674263 GiB/s 
Thread 17: 0.000008 s, 7.645921 GiB/s 
Thread 18: 0.000008 s, 7.679754 GiB/s 
Thread 19: 0.000008 s, 7.692133 GiB/s 
Thread 20: 0.000008 s, 7.680587 GiB/s 
Thread 21: 0.000008 s, 7.624698 GiB/s 
Thread 22: 0.000008 s, 7.649077 GiB/s 
Thread 23: 0.000008 s, 7.662343 GiB/s 
Thread 24: 0.000008 s, 7.639333 GiB/s 
Thread 25: 0.000008 s, 7.633252 GiB/s 
Thread 26: 0.000008 s, 7.622427 GiB/s 
Thread 27: 0.000008 s, 7.651877 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:2097152,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000008,CumulativeMemoryBandwidth(GiB/s):211.009714,TotalRunTime(s):0.008099,WSS(MiB):1.750000,
Thread 0: 0.000011 s, 8.020174 GiB/s 
Thread 1: 0.000011 s, 8.007134 GiB/s 
Thread 2: 0.000011 s, 7.964342 GiB/s 
Thread 3: 0.000011 s, 7.988871 GiB/s 
Thread 4: 0.000011 s, 7.986285 GiB/s 
Thread 5: 0.000011 s, 7.987302 GiB/s 
Thread 6: 0.000011 s, 7.997968 GiB/s 
Thread 7: 0.000011 s, 8.065984 GiB/s 
Thread 8: 0.000010 s, 9.141038 GiB/s 
Thread 9: 0.000011 s, 7.989382 GiB/s 
Thread 10: 0.000011 s, 8.011416 GiB/s 
Thread 11: 0.000011 s, 7.981567 GiB/s 
Thread 12: 0.000011 s, 7.971043 GiB/s 
Thread 13: 0.000011 s, 7.954780 GiB/s 
Thread 14: 0.000011 s, 8.020015 GiB/s 
Thread 15: 0.000011 s, 8.006876 GiB/s 
Thread 16: 0.000011 s, 7.996113 GiB/s 
Thread 17: 0.000011 s, 8.029178 GiB/s 
Thread 18: 0.000011 s, 8.011862 GiB/s 
Thread 19: 0.000011 s, 8.055333 GiB/s 
Thread 20: 0.000011 s, 8.028800 GiB/s 
Thread 21: 0.000011 s, 7.986067 GiB/s 
Thread 22: 0.000011 s, 8.067808 GiB/s 
Thread 23: 0.000011 s, 8.057880 GiB/s 
Thread 24: 0.000011 s, 8.035909 GiB/s 
Thread 25: 0.000011 s, 8.032210 GiB/s 
Thread 26: 0.000011 s, 8.040985 GiB/s 
Thread 27: 0.000011 s, 8.109101 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:2621440,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):18.000000,AvgTestRunTime(s):0.000024,CumulativeMemoryBandwidth(GiB/s):103.242122,TotalRunTime(s):0.023569,WSS(MiB):2.491699,
Thread 0: 0.000012 s, 8.610020 GiB/s 
Thread 1: 0.000012 s, 8.572832 GiB/s 
Thread 2: 0.000012 s, 8.589066 GiB/s 
Thread 3: 0.000012 s, 8.582538 GiB/s 
Thread 4: 0.000012 s, 8.671946 GiB/s 
Thread 5: 0.000012 s, 8.564181 GiB/s 
Thread 6: 0.000012 s, 8.616054 GiB/s 
Thread 7: 0.000012 s, 8.654992 GiB/s 
Thread 8: 0.000012 s, 8.736470 GiB/s 
Thread 9: 0.000012 s, 8.697829 GiB/s 
Thread 10: 0.000012 s, 8.612487 GiB/s 
Thread 11: 0.000012 s, 8.619815 GiB/s 
Thread 12: 0.000012 s, 8.643108 GiB/s 
Thread 13: 0.000012 s, 8.637148 GiB/s 
Thread 14: 0.000012 s, 8.644651 GiB/s 
Thread 15: 0.000012 s, 8.614756 GiB/s 
Thread 16: 0.000012 s, 8.621683 GiB/s 
Thread 17: 0.000012 s, 8.683525 GiB/s 
Thread 18: 0.000012 s, 8.682588 GiB/s 
Thread 19: 0.000012 s, 8.661750 GiB/s 
Thread 20: 0.000012 s, 8.639808 GiB/s 
Thread 21: 0.000012 s, 8.620504 GiB/s 
Thread 22: 0.000012 s, 8.600961 GiB/s 
Thread 23: 0.000012 s, 8.671461 GiB/s 
Thread 24: 0.000012 s, 8.627759 GiB/s 
Thread 25: 0.000012 s, 8.620025 GiB/s 
Thread 26: 0.000012 s, 8.625072 GiB/s 
Thread 27: 0.000012 s, 8.634411 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:3145728,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):19.000000,AvgTestRunTime(s):0.000012,CumulativeMemoryBandwidth(GiB/s):239.480667,TotalRunTime(s):0.011950,WSS(MiB):2.930481,
Thread 0: 0.000015 s, 8.214606 GiB/s 
Thread 1: 0.000014 s, 8.269959 GiB/s 
Thread 2: 0.000014 s, 8.270480 GiB/s 
Thread 3: 0.000014 s, 8.240782 GiB/s 
Thread 4: 0.000014 s, 8.235540 GiB/s 
Thread 5: 0.000014 s, 8.242332 GiB/s 
Thread 6: 0.000014 s, 8.247736 GiB/s 
Thread 7: 0.000014 s, 8.233162 GiB/s 
Thread 8: 0.000014 s, 8.238002 GiB/s 
Thread 9: 0.000014 s, 8.270201 GiB/s 
Thread 10: 0.000014 s, 8.246044 GiB/s 
Thread 11: 0.000014 s, 8.270025 GiB/s 
Thread 12: 0.000014 s, 8.221461 GiB/s 
Thread 13: 0.000014 s, 8.270988 GiB/s 
Thread 14: 0.000014 s, 8.260709 GiB/s 
Thread 15: 0.000014 s, 8.246011 GiB/s 
Thread 16: 0.000014 s, 8.255885 GiB/s 
Thread 17: 0.000014 s, 8.252461 GiB/s 
Thread 18: 0.000015 s, 8.212240 GiB/s 
Thread 19: 0.000014 s, 8.298469 GiB/s 
Thread 20: 0.000014 s, 8.275992 GiB/s 
Thread 21: 0.000014 s, 8.295194 GiB/s 
Thread 22: 0.000014 s, 8.329885 GiB/s 
Thread 23: 0.000014 s, 8.271711 GiB/s 
Thread 24: 0.000014 s, 8.239814 GiB/s 
Thread 25: 0.000014 s, 8.290141 GiB/s 
Thread 26: 0.000014 s, 8.290082 GiB/s 
Thread 27: 0.000014 s, 8.279618 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:3670016,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):20.000000,AvgTestRunTime(s):0.000015,CumulativeMemoryBandwidth(GiB/s):229.737935,TotalRunTime(s):0.014529,WSS(MiB):3.417969,
Thread 0: 0.000015 s, 8.939054 GiB/s 
Thread 1: 0.000015 s, 9.009375 GiB/s 
Thread 2: 0.000015 s, 9.137938 GiB/s 
Thread 3: 0.000015 s, 9.093962 GiB/s 
Thread 4: 0.000015 s, 9.098316 GiB/s 
Thread 5: 0.000015 s, 9.088468 GiB/s 
Thread 6: 0.000015 s, 9.088996 GiB/s 
Thread 7: 0.000015 s, 9.062732 GiB/s 
Thread 8: 0.000015 s, 9.091037 GiB/s 
Thread 9: 0.000015 s, 9.060799 GiB/s 
Thread 10: 0.000015 s, 9.006963 GiB/s 
Thread 11: 0.000015 s, 9.057561 GiB/s 
Thread 12: 0.000015 s, 9.058407 GiB/s 
Thread 13: 0.000015 s, 9.094589 GiB/s 
Thread 14: 0.000015 s, 9.078859 GiB/s 
Thread 15: 0.000015 s, 9.042887 GiB/s 
Thread 16: 0.000015 s, 9.086611 GiB/s 
Thread 17: 0.000015 s, 9.103254 GiB/s 
Thread 18: 0.000015 s, 9.098721 GiB/s 
Thread 19: 0.000015 s, 9.073064 GiB/s 
Thread 20: 0.000015 s, 9.018625 GiB/s 
Thread 21: 0.000015 s, 9.033460 GiB/s 
Thread 22: 0.000015 s, 9.002659 GiB/s 
Thread 23: 0.000015 s, 9.084901 GiB/s 
Thread 24: 0.000015 s, 9.086859 GiB/s 
Thread 25: 0.000015 s, 9.023512 GiB/s 
Thread 26: 0.000015 s, 9.002461 GiB/s 
Thread 27: 0.000015 s, 9.013925 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:4194304,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):21.000000,AvgTestRunTime(s):0.000019,CumulativeMemoryBandwidth(GiB/s):204.076686,TotalRunTime(s):0.018934,WSS(MiB):3.956726,
Thread 0: 0.000015 s, 9.008646 GiB/s 
Thread 1: 0.000015 s, 9.124561 GiB/s 
Thread 2: 0.000015 s, 9.105601 GiB/s 
Thread 3: 0.000015 s, 9.106584 GiB/s 
Thread 4: 0.000015 s, 9.059895 GiB/s 
Thread 5: 0.000015 s, 9.068615 GiB/s 
Thread 6: 0.000015 s, 9.081556 GiB/s 
Thread 7: 0.000015 s, 9.068254 GiB/s 
Thread 8: 0.000015 s, 9.015792 GiB/s 
Thread 9: 0.000015 s, 9.021155 GiB/s 
Thread 10: 0.000015 s, 9.041861 GiB/s 
Thread 11: 0.000015 s, 9.037674 GiB/s 
Thread 12: 0.000015 s, 9.022414 GiB/s 
Thread 13: 0.000015 s, 9.055177 GiB/s 
Thread 14: 0.000015 s, 8.977955 GiB/s 
Thread 15: 0.000015 s, 9.098011 GiB/s 
Thread 16: 0.000015 s, 9.114233 GiB/s 
Thread 17: 0.000015 s, 9.089736 GiB/s 
Thread 18: 0.000015 s, 9.086324 GiB/s 
Thread 19: 0.000015 s, 9.063614 GiB/s 
Thread 20: 0.000015 s, 9.082092 GiB/s 
Thread 21: 0.000015 s, 9.063229 GiB/s 
Thread 22: 0.000015 s, 9.039454 GiB/s 
Thread 23: 0.000015 s, 9.090127 GiB/s 
Thread 24: 0.000015 s, 9.060296 GiB/s 
Thread 25: 0.000015 s, 9.065816 GiB/s 
Thread 26: 0.000015 s, 9.088118 GiB/s 
Thread 27: 0.000015 s, 9.105704 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:4718592,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):21.000000,AvgTestRunTime(s):0.000015,CumulativeMemoryBandwidth(GiB/s):251.166197,TotalRunTime(s):0.015384,WSS(MiB):3.956726,
Thread 0: 0.000020 s, 7.990135 GiB/s 
Thread 1: 0.000019 s, 8.159292 GiB/s 
Thread 2: 0.000019 s, 8.265040 GiB/s 
Thread 3: 0.000019 s, 8.234328 GiB/s 
Thread 4: 0.000019 s, 8.199757 GiB/s 
Thread 5: 0.000019 s, 8.280670 GiB/s 
Thread 6: 0.000019 s, 8.215578 GiB/s 
Thread 7: 0.000019 s, 8.218778 GiB/s 
Thread 8: 0.000019 s, 8.204360 GiB/s 
Thread 9: 0.000019 s, 8.261201 GiB/s 
Thread 10: 0.000019 s, 8.266151 GiB/s 
Thread 11: 0.000019 s, 8.484002 GiB/s 
Thread 12: 0.000019 s, 8.275100 GiB/s 
Thread 13: 0.000019 s, 8.212305 GiB/s 
Thread 14: 0.000019 s, 8.257483 GiB/s 
Thread 15: 0.000020 s, 7.983755 GiB/s 
Thread 16: 0.000019 s, 8.287284 GiB/s 
Thread 17: 0.000019 s, 8.193576 GiB/s 
Thread 18: 0.000019 s, 8.251486 GiB/s 
Thread 19: 0.000019 s, 8.243025 GiB/s 
Thread 20: 0.000019 s, 8.264798 GiB/s 
Thread 21: 0.000019 s, 8.264366 GiB/s 
Thread 22: 0.000019 s, 8.233048 GiB/s 
Thread 23: 0.000019 s, 8.212479 GiB/s 
Thread 24: 0.000019 s, 8.253302 GiB/s 
Thread 25: 0.000028 s, 5.656602 GiB/s 
Thread 26: 0.000019 s, 8.265535 GiB/s 
Thread 27: 0.000019 s, 8.270654 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_T7pt,wss:5242880,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):22.000000,AvgTestRunTime(s):0.000033,CumulativeMemoryBandwidth(GiB/s):136.488822,TotalRunTime(s):0.032550,WSS(MiB):4.549316,
Thread 0: 0.000020 s, 9.264248 GiB/s 
Thread 1: 0.000019 s, 9.300663 GiB/s 
Thread 2: 0.000020 s, 9.275737 GiB/s 
Thread 3: 0.000019 s, 9.322704 GiB/s 
Thread 4: 0.000019 s, 9.324736 GiB/s 
Thread 5: 0.000020 s, 9.289302 GiB/s 
Thread 6: 0.000019 s, 9.304833 GiB/s 
Thread 7: 0.000020 s, 9.293305 GiB/s 
Thread 8: 0.000019 s, 9.341010 GiB/s 
Thread 9: 0.000020 s, 9.296538 GiB/s 
Thread 10: 0.000020 s, 9.288134 GiB/s 
Thread 11: 0.000019 s, 9.302853 GiB/s 
Thread 12: 0.000020 s, 9.285310 GiB/s 
Thread 13: 0.000020 s, 9.291409 GiB/s 
Thread 14: 0.000019 s, 9.359773 GiB/s 
Thread 15: 0.000020 s, 9.275399 GiB/s 
Thread 16: 0.000020 s, 9.280376 GiB/s 
