Thread 0: 0.000000 s, 0.746760 GiB/s 
Thread 0: 0.000003 s, 9.889553 GiB/s 
Thread 1: 0.000003 s, 9.884251 GiB/s 
Thread 2: 0.000003 s, 9.933126 GiB/s 
Thread 3: 0.000003 s, 9.928111 GiB/s 
Thread 4: 0.000003 s, 9.947205 GiB/s 
Thread 5: 0.000003 s, 9.941093 GiB/s 
Thread 6: 0.000003 s, 9.927471 GiB/s 
Thread 7: 0.000003 s, 9.925549 GiB/s 
Thread 8: 0.000003 s, 9.882637 GiB/s 
Thread 9: 0.000003 s, 9.924442 GiB/s 
Thread 10: 0.000003 s, 9.851968 GiB/s 
Thread 11: 0.000003 s, 9.835831 GiB/s 
Thread 12: 0.000003 s, 9.838648 GiB/s 
Thread 13: 0.000003 s, 9.827807 GiB/s 
Thread 14: 0.000003 s, 9.826159 GiB/s 
Thread 15: 0.000003 s, 9.829127 GiB/s 
Thread 16: 0.000003 s, 9.809327 GiB/s 
Thread 17: 0.000003 s, 9.794670 GiB/s 
Thread 18: 0.000003 s, 9.849637 GiB/s 
Thread 19: 0.000003 s, 9.889145 GiB/s 
Thread 20: 0.000003 s, 9.822369 GiB/s 
Thread 21: 0.000003 s, 9.817256 GiB/s 
Thread 22: 0.000003 s, 9.876844 GiB/s 
Thread 23: 0.000003 s, 9.877478 GiB/s 
Thread 24: 0.000003 s, 9.838024 GiB/s 
Thread 25: 0.000003 s, 9.895380 GiB/s 
Thread 26: 0.000003 s, 9.857128 GiB/s 
Thread 27: 0.000003 s, 9.909609 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:791552,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):12.000000,AvgTestRunTime(s):0.000003,CumulativeMemoryBandwidth(GiB/s):243.507670,TotalRunTime(s):0.029608,WSS(MiB):0.738281,
Thread 0: 0.000004 s, 8.256267 GiB/s 
Thread 1: 0.000004 s, 8.267266 GiB/s 
Thread 2: 0.000004 s, 8.253687 GiB/s 
Thread 3: 0.000004 s, 8.253435 GiB/s 
Thread 4: 0.000004 s, 8.247662 GiB/s 
Thread 5: 0.000004 s, 8.250855 GiB/s 
Thread 6: 0.000004 s, 8.252460 GiB/s 
Thread 7: 0.000004 s, 8.254379 GiB/s 
Thread 8: 0.000004 s, 8.220714 GiB/s 
Thread 9: 0.000004 s, 8.235218 GiB/s 
Thread 10: 0.000004 s, 8.237421 GiB/s 
Thread 11: 0.000004 s, 8.241813 GiB/s 
Thread 12: 0.000004 s, 8.239286 GiB/s 
Thread 13: 0.000004 s, 8.241921 GiB/s 
Thread 14: 0.000006 s, 5.901863 GiB/s 
Thread 15: 0.000005 s, 6.288226 GiB/s 
Thread 16: 0.000004 s, 8.237514 GiB/s 
Thread 17: 0.000004 s, 8.244403 GiB/s 
Thread 18: 0.000004 s, 8.236109 GiB/s 
Thread 19: 0.000004 s, 8.236847 GiB/s 
Thread 20: 0.000004 s, 8.246689 GiB/s 
Thread 21: 0.000004 s, 8.232038 GiB/s 
Thread 22: 0.000004 s, 8.245951 GiB/s 
Thread 23: 0.000004 s, 8.244213 GiB/s 
Thread 24: 0.000004 s, 8.247312 GiB/s 
Thread 25: 0.000004 s, 8.236586 GiB/s 
Thread 26: 0.000004 s, 8.251845 GiB/s 
Thread 27: 0.000004 s, 8.232669 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:1053696,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):13.000000,AvgTestRunTime(s):0.000007,CumulativeMemoryBandwidth(GiB/s):137.541900,TotalRunTime(s):0.066646,WSS(MiB):0.938660,
Thread 0: 0.000006 s, 6.477517 GiB/s 
Thread 1: 0.000006 s, 6.460746 GiB/s 
Thread 2: 0.000006 s, 6.452961 GiB/s 
Thread 3: 0.000007 s, 6.227502 GiB/s 
Thread 4: 0.000006 s, 6.451682 GiB/s 
Thread 5: 0.000006 s, 6.451451 GiB/s 
Thread 6: 0.000007 s, 6.256288 GiB/s 
Thread 7: 0.000006 s, 6.422316 GiB/s 
Thread 8: 0.000006 s, 6.444524 GiB/s 
Thread 9: 0.000006 s, 6.441953 GiB/s 
Thread 10: 0.000006 s, 6.446842 GiB/s 
Thread 11: 0.000006 s, 6.442693 GiB/s 
Thread 12: 0.000006 s, 6.448597 GiB/s 
Thread 13: 0.000006 s, 6.445773 GiB/s 
Thread 14: 0.000006 s, 6.445181 GiB/s 
Thread 15: 0.000006 s, 6.443981 GiB/s 
Thread 16: 0.000006 s, 6.446424 GiB/s 
Thread 17: 0.000006 s, 6.447015 GiB/s 
Thread 18: 0.000006 s, 6.452111 GiB/s 
Thread 19: 0.000006 s, 6.453047 GiB/s 
Thread 20: 0.000006 s, 6.442279 GiB/s 
Thread 21: 0.000006 s, 6.452337 GiB/s 
Thread 22: 0.000006 s, 6.448984 GiB/s 
Thread 23: 0.000006 s, 6.449845 GiB/s 
Thread 24: 0.000006 s, 6.351113 GiB/s 
Thread 25: 0.000006 s, 6.444949 GiB/s 
Thread 26: 0.000006 s, 6.459241 GiB/s 
Thread 27: 0.000006 s, 6.454326 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:1315840,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):14.000000,AvgTestRunTime(s):0.000007,CumulativeMemoryBandwidth(GiB/s):174.172301,TotalRunTime(s):0.065733,WSS(MiB):1.172363,
Thread 0: 0.000008 s, 6.294721 GiB/s 
Thread 1: 0.000008 s, 6.279108 GiB/s 
Thread 2: 0.000008 s, 6.263476 GiB/s 
Thread 3: 0.000008 s, 6.263478 GiB/s 
Thread 4: 0.000008 s, 6.262794 GiB/s 
Thread 5: 0.000008 s, 6.259172 GiB/s 
Thread 6: 0.000008 s, 6.260325 GiB/s 
Thread 7: 0.000008 s, 6.259705 GiB/s 
Thread 8: 0.000008 s, 6.247332 GiB/s 
Thread 9: 0.000008 s, 6.248527 GiB/s 
Thread 10: 0.000008 s, 6.249354 GiB/s 
Thread 11: 0.000008 s, 6.248054 GiB/s 
Thread 12: 0.000008 s, 6.246869 GiB/s 
Thread 13: 0.000008 s, 6.235331 GiB/s 
Thread 14: 0.000008 s, 6.237279 GiB/s 
Thread 15: 0.000008 s, 6.248202 GiB/s 
Thread 16: 0.000008 s, 6.253845 GiB/s 
Thread 17: 0.000008 s, 6.246607 GiB/s 
Thread 18: 0.000008 s, 6.252691 GiB/s 
Thread 19: 0.000008 s, 6.247022 GiB/s 
Thread 20: 0.000008 s, 6.242728 GiB/s 
Thread 21: 0.000008 s, 6.251000 GiB/s 
Thread 22: 0.000008 s, 6.252944 GiB/s 
Thread 23: 0.000008 s, 6.254378 GiB/s 
Thread 24: 0.000008 s, 6.252693 GiB/s 
Thread 25: 0.000008 s, 6.257032 GiB/s 
Thread 26: 0.000008 s, 6.254777 GiB/s 
Thread 27: 0.000008 s, 6.263867 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:1577984,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):15.000000,AvgTestRunTime(s):0.000008,CumulativeMemoryBandwidth(GiB/s):174.562430,TotalRunTime(s):0.080668,WSS(MiB):1.441956,
Thread 0: 0.000011 s, 5.605532 GiB/s 
Thread 1: 0.000011 s, 5.573339 GiB/s 
Thread 2: 0.000011 s, 5.593527 GiB/s 
Thread 3: 0.000011 s, 5.593442 GiB/s 
Thread 4: 0.000011 s, 5.596376 GiB/s 
Thread 5: 0.000011 s, 5.594251 GiB/s 
Thread 6: 0.000011 s, 5.595099 GiB/s 
Thread 7: 0.000011 s, 5.594044 GiB/s 
Thread 8: 0.000011 s, 5.607587 GiB/s 
Thread 9: 0.000011 s, 5.604405 GiB/s 
Thread 10: 0.000011 s, 5.592792 GiB/s 
Thread 11: 0.000011 s, 5.601470 GiB/s 
Thread 12: 0.000011 s, 5.596341 GiB/s 
Thread 13: 0.000011 s, 5.588927 GiB/s 
Thread 14: 0.000011 s, 5.587649 GiB/s 
Thread 15: 0.000011 s, 5.584633 GiB/s 
Thread 16: 0.000011 s, 5.601909 GiB/s 
Thread 17: 0.000011 s, 5.586655 GiB/s 
Thread 18: 0.000011 s, 5.595509 GiB/s 
Thread 19: 0.000011 s, 5.596673 GiB/s 
Thread 20: 0.000011 s, 5.586680 GiB/s 
Thread 21: 0.000011 s, 5.583728 GiB/s 
Thread 22: 0.000011 s, 5.580890 GiB/s 
Thread 23: 0.000011 s, 5.582073 GiB/s 
Thread 24: 0.000011 s, 5.595987 GiB/s 
Thread 25: 0.000011 s, 5.570044 GiB/s 
Thread 26: 0.000011 s, 5.600214 GiB/s 
Thread 27: 0.000011 s, 5.599318 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:1840128,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000011,CumulativeMemoryBandwidth(GiB/s):155.933546,TotalRunTime(s):0.109597,WSS(MiB):1.750000,
Thread 0: 0.000011 s, 5.603212 GiB/s 
Thread 1: 0.000011 s, 5.604264 GiB/s 
Thread 2: 0.000011 s, 5.605834 GiB/s 
Thread 3: 0.000011 s, 5.607648 GiB/s 
Thread 4: 0.000011 s, 5.601979 GiB/s 
Thread 5: 0.000011 s, 5.583559 GiB/s 
Thread 6: 0.000011 s, 5.602485 GiB/s 
Thread 7: 0.000011 s, 5.744623 GiB/s 
Thread 8: 0.000011 s, 5.609999 GiB/s 
Thread 9: 0.000011 s, 5.805134 GiB/s 
Thread 10: 0.000011 s, 5.600976 GiB/s 
Thread 11: 0.000011 s, 5.598973 GiB/s 
Thread 12: 0.000011 s, 5.598983 GiB/s 
Thread 13: 0.000011 s, 5.594468 GiB/s 
Thread 14: 0.000011 s, 5.591455 GiB/s 
Thread 15: 0.000011 s, 5.627867 GiB/s 
Thread 16: 0.000011 s, 5.551943 GiB/s 
Thread 17: 0.000011 s, 5.603301 GiB/s 
Thread 18: 0.000011 s, 5.570512 GiB/s 
Thread 19: 0.000011 s, 5.595526 GiB/s 
Thread 20: 0.000011 s, 5.588839 GiB/s 
Thread 21: 0.000011 s, 5.580926 GiB/s 
Thread 22: 0.000011 s, 5.599926 GiB/s 
Thread 23: 0.000011 s, 5.588233 GiB/s 
Thread 24: 0.000011 s, 5.596588 GiB/s 
Thread 25: 0.000011 s, 5.590859 GiB/s 
Thread 26: 0.000011 s, 5.617335 GiB/s 
Thread 27: 0.000011 s, 5.612145 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:2097152,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):16.000000,AvgTestRunTime(s):0.000025,CumulativeMemoryBandwidth(GiB/s):69.612508,TotalRunTime(s):0.024550,WSS(MiB):1.750000,
Thread 0: 0.000019 s, 4.685912 GiB/s 
Thread 1: 0.000019 s, 4.677142 GiB/s 
Thread 2: 0.000019 s, 4.677496 GiB/s 
Thread 3: 0.000019 s, 4.680622 GiB/s 
Thread 4: 0.000019 s, 4.680082 GiB/s 
Thread 5: 0.000019 s, 4.671877 GiB/s 
Thread 6: 0.000019 s, 4.678903 GiB/s 
Thread 7: 0.000019 s, 4.677642 GiB/s 
Thread 8: 0.000019 s, 4.678548 GiB/s 
Thread 9: 0.000019 s, 4.681693 GiB/s 
Thread 10: 0.000019 s, 4.680243 GiB/s 
Thread 11: 0.000019 s, 4.679747 GiB/s 
Thread 12: 0.000019 s, 4.684384 GiB/s 
Thread 13: 0.000019 s, 4.680761 GiB/s 
Thread 14: 0.000019 s, 4.683508 GiB/s 
Thread 15: 0.000019 s, 4.680737 GiB/s 
Thread 16: 0.000019 s, 4.671477 GiB/s 
Thread 17: 0.000019 s, 4.684981 GiB/s 
Thread 18: 0.000019 s, 4.677078 GiB/s 
Thread 19: 0.000019 s, 4.690496 GiB/s 
Thread 20: 0.000019 s, 4.680419 GiB/s 
Thread 21: 0.000019 s, 4.683618 GiB/s 
Thread 22: 0.000019 s, 4.688097 GiB/s 
Thread 23: 0.000019 s, 4.681085 GiB/s 
Thread 24: 0.000019 s, 4.671764 GiB/s 
Thread 25: 0.000019 s, 4.688068 GiB/s 
Thread 26: 0.000019 s, 4.672059 GiB/s 
Thread 27: 0.000019 s, 4.671121 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:2621440,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):18.000000,AvgTestRunTime(s):0.000019,CumulativeMemoryBandwidth(GiB/s):130.534878,TotalRunTime(s):0.018641,WSS(MiB):2.491699,
Thread 0: 0.000024 s, 4.346170 GiB/s 
Thread 1: 0.000024 s, 4.340752 GiB/s 
Thread 2: 0.000023 s, 4.351504 GiB/s 
Thread 3: 0.000024 s, 4.346816 GiB/s 
Thread 4: 0.000023 s, 4.352010 GiB/s 
Thread 5: 0.000023 s, 4.353602 GiB/s 
Thread 6: 0.000024 s, 4.325915 GiB/s 
Thread 7: 0.000024 s, 4.344668 GiB/s 
Thread 8: 0.000023 s, 4.394898 GiB/s 
Thread 9: 0.000023 s, 4.353163 GiB/s 
Thread 10: 0.000024 s, 4.347201 GiB/s 
Thread 11: 0.000024 s, 4.348404 GiB/s 
Thread 12: 0.000023 s, 4.360257 GiB/s 
Thread 13: 0.000023 s, 4.351549 GiB/s 
Thread 14: 0.000023 s, 4.351470 GiB/s 
Thread 15: 0.000024 s, 4.348543 GiB/s 
Thread 16: 0.000023 s, 4.357039 GiB/s 
Thread 17: 0.000023 s, 4.356876 GiB/s 
Thread 18: 0.000023 s, 4.352189 GiB/s 
Thread 19: 0.000023 s, 4.354219 GiB/s 
Thread 20: 0.000024 s, 4.341793 GiB/s 
Thread 21: 0.000024 s, 4.343827 GiB/s 
Thread 22: 0.000024 s, 4.345513 GiB/s 
Thread 23: 0.000024 s, 4.347935 GiB/s 
Thread 24: 0.000023 s, 4.361003 GiB/s 
Thread 25: 0.000023 s, 4.351714 GiB/s 
Thread 26: 0.000023 s, 4.351853 GiB/s 
Thread 27: 0.000023 s, 4.350905 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:3145728,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):19.000000,AvgTestRunTime(s):0.000031,CumulativeMemoryBandwidth(GiB/s):92.816050,TotalRunTime(s):0.030833,WSS(MiB):2.930481,
Thread 0: 0.000029 s, 4.111616 GiB/s 
Thread 1: 0.000029 s, 4.110465 GiB/s 
Thread 2: 0.000029 s, 4.109781 GiB/s 
Thread 3: 0.000029 s, 4.103581 GiB/s 
Thread 4: 0.000029 s, 4.108651 GiB/s 
Thread 5: 0.000029 s, 4.095050 GiB/s 
Thread 6: 0.000029 s, 4.110156 GiB/s 
Thread 7: 0.000029 s, 4.108278 GiB/s 
Thread 8: 0.000029 s, 4.108050 GiB/s 
Thread 9: 0.000029 s, 4.109742 GiB/s 
Thread 10: 0.000029 s, 4.110161 GiB/s 
Thread 11: 0.000029 s, 4.107142 GiB/s 
Thread 12: 0.000029 s, 4.102579 GiB/s 
Thread 13: 0.000029 s, 4.109460 GiB/s 
Thread 14: 0.000029 s, 4.108745 GiB/s 
Thread 15: 0.000029 s, 4.110184 GiB/s 
Thread 16: 0.000029 s, 4.098547 GiB/s 
Thread 17: 0.000029 s, 4.107246 GiB/s 
Thread 18: 0.000029 s, 4.105025 GiB/s 
Thread 19: 0.000029 s, 4.115110 GiB/s 
Thread 20: 0.000029 s, 4.106621 GiB/s 
Thread 21: 0.000029 s, 4.108586 GiB/s 
Thread 22: 0.000029 s, 4.109928 GiB/s 
Thread 23: 0.000029 s, 4.113633 GiB/s 
Thread 24: 0.000029 s, 4.101375 GiB/s 
Thread 25: 0.000029 s, 4.105725 GiB/s 
Thread 26: 0.000029 s, 4.106378 GiB/s 
Thread 27: 0.000029 s, 4.106296 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:3670016,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):20.000000,AvgTestRunTime(s):0.000029,CumulativeMemoryBandwidth(GiB/s):114.597232,TotalRunTime(s):0.029127,WSS(MiB):3.417969,
Thread 0: 0.000036 s, 3.876015 GiB/s 
Thread 1: 0.000036 s, 3.881771 GiB/s 
Thread 2: 0.000036 s, 3.873826 GiB/s 
Thread 3: 0.000036 s, 3.876654 GiB/s 
Thread 4: 0.000036 s, 3.878074 GiB/s 
Thread 5: 0.000036 s, 3.883484 GiB/s 
Thread 6: 0.000036 s, 3.877900 GiB/s 
Thread 7: 0.000036 s, 3.879767 GiB/s 
Thread 8: 0.000036 s, 3.877184 GiB/s 
Thread 9: 0.000036 s, 3.878642 GiB/s 
Thread 10: 0.000036 s, 3.876862 GiB/s 
Thread 11: 0.000036 s, 3.876055 GiB/s 
Thread 12: 0.000036 s, 3.881839 GiB/s 
Thread 13: 0.000036 s, 3.879844 GiB/s 
Thread 14: 0.000036 s, 3.879856 GiB/s 
Thread 15: 0.000036 s, 3.882399 GiB/s 
Thread 16: 0.000036 s, 3.882195 GiB/s 
Thread 17: 0.000036 s, 3.866441 GiB/s 
Thread 18: 0.000036 s, 3.877631 GiB/s 
Thread 19: 0.000036 s, 3.885423 GiB/s 
Thread 20: 0.000036 s, 3.874966 GiB/s 
Thread 21: 0.000036 s, 3.872483 GiB/s 
Thread 22: 0.000036 s, 3.881618 GiB/s 
Thread 23: 0.000036 s, 3.876482 GiB/s 
Thread 24: 0.000036 s, 3.878163 GiB/s 
Thread 25: 0.000036 s, 3.880503 GiB/s 
Thread 26: 0.000036 s, 3.877339 GiB/s 
Thread 27: 0.000036 s, 3.874248 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:4194304,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):21.000000,AvgTestRunTime(s):0.000039,CumulativeMemoryBandwidth(GiB/s):99.140225,TotalRunTime(s):0.038975,WSS(MiB):3.956726,
Thread 0: 0.000036 s, 3.874376 GiB/s 
Thread 1: 0.000036 s, 3.875408 GiB/s 
Thread 2: 0.000036 s, 3.879128 GiB/s 
Thread 3: 0.000036 s, 3.880023 GiB/s 
Thread 4: 0.000037 s, 3.731142 GiB/s 
Thread 5: 0.000036 s, 3.877388 GiB/s 
Thread 6: 0.000036 s, 3.886935 GiB/s 
Thread 7: 0.000036 s, 3.879956 GiB/s 
Thread 8: 0.000036 s, 3.883761 GiB/s 
Thread 9: 0.000036 s, 3.880828 GiB/s 
Thread 10: 0.000036 s, 3.878631 GiB/s 
Thread 11: 0.000036 s, 3.876648 GiB/s 
Thread 12: 0.000036 s, 3.874748 GiB/s 
Thread 13: 0.000047 s, 2.919973 GiB/s 
Thread 14: 0.000036 s, 3.879105 GiB/s 
Thread 15: 0.000036 s, 3.878370 GiB/s 
Thread 16: 0.000036 s, 3.878656 GiB/s 
Thread 17: 0.000036 s, 3.879507 GiB/s 
Thread 18: 0.000036 s, 3.880280 GiB/s 
Thread 19: 0.000036 s, 3.881613 GiB/s 
Thread 20: 0.000036 s, 3.877916 GiB/s 
Thread 21: 0.000036 s, 3.878262 GiB/s 
Thread 22: 0.000036 s, 3.877479 GiB/s 
Thread 23: 0.000036 s, 3.878852 GiB/s 
Thread 24: 0.000036 s, 3.877517 GiB/s 
Thread 25: 0.000036 s, 3.880153 GiB/s 
Thread 26: 0.000036 s, 3.884620 GiB/s 
Thread 27: 0.000036 s, 3.881100 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:4718592,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):21.000000,AvgTestRunTime(s):0.000051,CumulativeMemoryBandwidth(GiB/s):75.217204,TotalRunTime(s):0.051371,WSS(MiB):3.956726,
Thread 0: 0.000050 s, 3.189045 GiB/s 
Thread 1: 0.000050 s, 3.180772 GiB/s 
Thread 2: 0.000050 s, 3.183239 GiB/s 
Thread 3: 0.000050 s, 3.180326 GiB/s 
Thread 4: 0.000050 s, 3.179967 GiB/s 
Thread 5: 0.000050 s, 3.176408 GiB/s 
Thread 6: 0.000050 s, 3.177746 GiB/s 
Thread 7: 0.000050 s, 3.174825 GiB/s 
Thread 8: 0.000050 s, 3.183395 GiB/s 
Thread 9: 0.000050 s, 3.180594 GiB/s 
Thread 10: 0.000050 s, 3.171526 GiB/s 
Thread 11: 0.000050 s, 3.174322 GiB/s 
Thread 12: 0.000050 s, 3.179831 GiB/s 
Thread 13: 0.000050 s, 3.176465 GiB/s 
Thread 14: 0.000050 s, 3.178707 GiB/s 
Thread 15: 0.000050 s, 3.180241 GiB/s 
Thread 16: 0.000050 s, 3.179082 GiB/s 
Thread 17: 0.000050 s, 3.174425 GiB/s 
Thread 18: 0.000050 s, 3.175044 GiB/s 
Thread 19: 0.000050 s, 3.176886 GiB/s 
Thread 20: 0.000050 s, 3.181055 GiB/s 
Thread 21: 0.000050 s, 3.176829 GiB/s 
Thread 22: 0.000050 s, 3.174916 GiB/s 
Thread 23: 0.000050 s, 3.175167 GiB/s 
Thread 24: 0.000050 s, 3.182672 GiB/s 
Thread 25: 0.000050 s, 3.180886 GiB/s 
Thread 26: 0.000050 s, 3.177016 GiB/s 
Thread 27: 0.000050 s, 3.179657 GiB/s 
Executable:./../bin/adapt_membench_jacobi_3d_FS_T25pt,wss:5242880,num_threads:28,ntimes:1000,
NumberOfThreads:28,n(elements):22.000000,AvgTestRunTime(s):0.000051,CumulativeMemoryBandwidth(GiB/s):87.963859,TotalRunTime(s):0.050506,WSS(MiB):4.549316,
Thread 0: 0.000052 s, 3.518187 GiB/s 
Thread 1: 0.000052 s, 3.512019 GiB/s 
Thread 2: 0.000052 s, 3.517338 GiB/s 
Thread 3: 0.000052 s, 3.515835 GiB/s 
Thread 4: 0.000052 s, 3.517105 GiB/s 
Thread 5: 0.000052 s, 3.515337 GiB/s 
Thread 6: 0.000052 s, 3.513020 GiB/s 
Thread 7: 0.000052 s, 3.515452 GiB/s 
Thread 8: 0.000070 s, 2.576273 GiB/s 
Thread 9: 0.000052 s, 3.511460 GiB/s 
Thread 10: 0.000052 s, 3.510140 GiB/s 
Thread 11: 0.000068 s, 2.668764 GiB/s 
Thread 12: 0.000052 s, 3.514313 GiB/s 
Thread 13: 0.000052 s, 3.516994 GiB/s 
Thread 14: 0.000052 s, 3.512854 GiB/s 
